id,address,city,state,zip,longitude,latitude,state,county,tract
663,15955 New Halls Ferry Rd, Florissant, MO,63031,-90.3139,38.832264,29,189,210924
664,1105 Wiethaupt Rd, Florissant, MO,63031,-90.325094,38.825012,29,189,210924
665,15875 New Halls Ferry Rd, Florissant, MO,63031,-90.313201,38.831177,29,189,210924
666,15875 New Halls Ferry Rd, Florissant, MO,63031,-90.313201,38.831177,29,189,210924
667,14205 Cougar Dr, Florissant, MO,63033,-90.303132,38.808634,29,189,210925
668,15600 Old Halls Ferry Rd, Florissant, MO,63034,-90.295259,38.834316,29,189,210927
669,1005 Waterford Dr, Florissant, MO,63033,-90.301569,38.795419,29,189,211000
670,13585 New Halls Ferry Rd, Florissant, MO,63033,-90.293214,38.800174,29,189,211000
671,100 S Florissant Rd, Florissant, MO,63031,-90.324627,38.786101,29,189,211101
672,1550 Derhake Rd, Florissant, MO,63033,-90.295945,38.780733,29,189,211102
673,2700 Derhake Rd, Florissant, MO,63033,-90.288265,38.789226,29,189,211102
674,300 Saint Jean St, Florissant, MO,63031,-90.330943,38.791922,29,189,211201
675,5605 Troost Ave, Kansas City, MO,64110,-94.573832,39.025244,29,95,8100
676,5605 Troost Ave, Kansas City, MO,64110,-94.573832,39.025244,29,95,8100
677,5604 Troost Ave, Kansas City, MO,64110,-94.573973,39.02525,29,95,8200
678,6903 Oak St, Kansas City, MO,64113,-94.584283,39.00274,29,95,8600
679,6401 Rockhill Rd, Kansas City, MO,64131,-94.576879,39.011516,29,95,8600
680,6321 Wornall Rd, Kansas City, MO,64113,-94.593075,39.013701,29,95,8600
681,1815 E 63rd St, Kansas City, MO,64130,-94.56434,39.012798,29,95,8700
682,1815 E 63rd St, Kansas City, MO,64130,-94.56434,39.012798,29,95,8700
683,1221 E Meyer Blvd, Kansas City, MO,64131,-94.571082,39.011816,29,95,8700
684,1221 E Meyer Blvd, Kansas City, MO,64131,-94.571082,39.011816,29,95,8700
685,6410 Swope Pkwy, Kansas City, MO,64132,-94.542625,39.007947,29,95,8800
686,7050 Askew Ave, Kansas City, MO,64132,-94.545277,38.998659,29,95,8800
687,7227 Jackson Ave, Kansas City, MO,64132,-94.537992,38.996313,29,95,8900
688,8401 Euclid Ave, Kansas City, MO,64132,-94.564934,38.974423,29,95,9500
689,8434 Paseo St, Kansas City, MO,64131,-94.567417,38.973754,29,95,9500
690,8817 Wornall Rd, Kansas City, MO,64114,-94.595315,38.967911,29,95,9800
691,8817 Wornall Rd, Kansas City, MO,64114,-94.595315,38.967911,29,95,9800
692,326 E 103rd St, Kansas City, MO,64114,-94.590199,38.941368,29,95,10002
693,4800 Grandview Rd, Kansas City, MO,64137,-94.53411,38.928828,29,95,10203
694,5290 Sycamore Ave, Kansas City, MO,64129,-94.492006,39.027653,29,95,10500
695,400 S Mine St, Potosi, MO,63664,-90.790695,37.934827,29,221,460300
696,1520 Thompson Blvd, Sedalia, MO,65301,-93.265351,38.700555,29,159,480700
697,600 S Warren Ave, Sedalia, MO,65301,-93.248152,38.70592,29,159,480800
698,2255 S Ingram Ave, Sedalia, MO,65301,-93.222975,38.691226,29,159,481000
699,1100 W 16th St, Sedalia, MO,65301,-93.240284,38.697969,29,159,481100
700,1001 E 18th St, Rolla, MO,65401,-91.7589,37.957956,29,161,890300
701,8300 Frost Ave, Saint Louis, MO,63134,-90.325775,38.761439,29,189,211500
702,200 Day Dr, Saint Louis, MO,63135,-90.289317,38.749543,29,189,211700
703,2545 Dorwood Dr, Saint Louis, MO,63136,-90.251369,38.735306,29,189,212002
704,7053 Emma Ave, Saint Louis, MO,63136,-90.268489,38.712368,29,189,212101
705,7047 Emma Ave, Saint Louis, MO,63136,-90.267706,38.712016,29,189,212101
706,3883 Jennings Station Rd, Saint Louis, MO,63121,-90.276089,38.693089,29,189,212200
707,5835 Bermuda Dr, Saint Louis, MO,63121,-90.29343,38.725926,29,189,212400
708,701 January Ave, Saint Louis, MO,63135,-90.314016,38.753073,29,189,212600
709,18000 E Kentucky Rd, Independence, MO,64058,-94.364519,39.128391,29,95,11300
710,1716 S Speck Rd, Independence, MO,64057,-94.362278,39.08377,29,95,11401
711,19009 Susquehanna Ct, Independence, MO,64056,-94.351968,39.117285,29,95,11406
712,709 N Forest Ave, Independence, MO,64050,-94.43623,39.099441,29,95,11600
713,827 W College St, Independence, MO,64050,-94.425279,39.09802,29,95,11600
714,2800 S Hardy Ave, Independence, MO,64052,-94.45595,39.071059,29,95,11900
715,1511 Kings Hwy St, Independence, MO,64055,-94.398003,39.073998,29,95,12300
716,6410 Blue Ridge Blvd, Kansas City, MO,64133,-94.476652,39.007362,29,95,12600
717,9400 Eastern Ave, Kansas City, MO,64138,-94.503296,38.953892,29,95,12903
718,10918 Elm Ave, Kansas City, MO,64134,-94.477647,38.928916,29,95,12906
719,5401 E 103rd St, Kansas City, MO,64137,-94.525906,38.938563,29,95,13003
720,825 N Main St, Piedmont, MO,63957,-90.690236,37.161177,29,223,690300
721,398 MO 34, Piedmont, MO,63957,-90.697166,37.153019,29,223,690300
722,398 MO 34, Piedmont, MO,63957,-90.697166,37.153019,29,223,690300
723,650 N Locust St, Marshfield, MO,65706,-92.898672,37.345099,29,225,470201
724,600 N Locust St, Marshfield, MO,65706,-92.898686,37.344501,29,225,470201
725,201 Wesley Ave, Saint Louis, MO,63135,-90.306749,38.742545,29,189,212700
726,1351 S Florissant Rd, Saint Louis, MO,63121,-90.302921,38.726936,29,189,212700
727,11635 Oakbury Ct, Bridgeton, MO,63044,-90.419038,38.737897,29,189,213203
728,8811 Harold Dr, Saint Louis, MO,63134,-90.345292,38.723494,29,189,213400
729,3417 Saint Thomas More Pl, Saint Louis, MO,63121,-90.327613,38.71034,29,189,213600
730,3101 Nordic Dr, Bel-Nor, MO,63121,-90.319269,38.708677,29,189,213700
731,120 N Cedar Ave, Independence, MO,64053,-94.457749,39.11049,29,95,11000
732,1100 High Grove Rd, Grandview, MO,64030,-94.532721,38.887431,29,95,13301
733,12650 Manchester Ave, Grandview, MO,64030,-94.502403,38.89492,29,95,13309
734,5302 E 140th St, Grandview, MO,64030,-94.532356,38.870379,29,95,13401
735,805 W Main St, Greenwood, MO,64034,-94.343951,38.851382,29,95,13502
736,2801 SW Pryor Rd, Lees Summit, MO,64082,-94.416106,38.871065,29,95,13504
737,2600 SW 3rd St, Lees Summit, MO,64081,-94.433554,38.912584,29,95,13608
738,198 Avery Ln, Troy, MO,63379,-90.914435,39.018715,29,113,810304
739,128 Pershing Rd, Brookfield, MO,64628,-93.098763,39.783331,29,115,490300
740,124 Pershing Rd, Brookfield, MO,64628,-93.09876,39.783403,29,115,490300
741,122 Pershing Rd, Brookfield, MO,64628,-93.098758,39.783439,29,115,490300
742,126 Pershing Rd, Brookfield, MO,64628,-93.098761,39.783367,29,115,490300
743,700 W Adams St, Bowling Green, MO,63334,-91.200347,39.337098,29,163,460400
744,700 W Adams St, Bowling Green, MO,63334,-91.200347,39.337098,29,163,460400
745,700 W Adams St, Bowling Green, MO,63334,-91.200347,39.337098,29,163,460400
746,28176 Highway WW, Clarksville, MO,63336,-90.94937,39.291845,29,163,460500
747,28176 Highway WW, Clarksville, MO,63336,-90.94937,39.291845,29,163,460500
748,6500 NW Klamm Dr, Kansas City, MO,64151,-94.657572,39.214138,29,165,30103
749,8200 N Chariton Ave, Kansas City, MO,64152,-94.708721,39.243024,29,165,30208
750,7401 NW Barry Rd, Kansas City, MO,64153,-94.665568,39.24683,29,165,30209
751,10350 Baltimore Ave, Overland, MO,63074,-90.386253,38.712297,29,189,214700
752,3312 Ashby Rd, St Ann, MO,63074,-90.388065,38.717958,29,189,214700
753,11055 Saint Charles Rock Rd, Bridgeton, MO,63074,-90.396421,38.736235,29,189,214800
754,2900 Adie Rd, Saint Ann, MO,63074,-90.406362,38.712266,29,189,214900
755,1492 Craig Rd, Saint Louis, MO,63146,-90.442539,38.683684,29,189,215003
756,13157 N Olive Spur Rd, Saint Louis, MO,63141,-90.486724,38.683127,29,189,215141
757,620 Rue de Fleur Dr, Saint Louis, MO,63141,-90.477227,38.669774,29,189,215202
758,369 N Woods Mill Rd, Chesterfield, MO,63017,-90.502588,38.664165,29,189,215231
759,471 N Woods Mill Rd, Chesterfield, MO,63017,-90.501352,38.66734,29,189,215231
760,170 Portico Dr, Chesterfield, MO,63017,-90.5282,38.669901,29,189,215231
761,1200 SE Adams Dairy Pkwy, Blue Springs, MO,64014,-94.254024,39.004832,29,95,14105
762,505 SE Shamrock Ln, Blue Springs, MO,64014,-94.262275,38.99229,29,95,14105
763,2000 NW Ashton Dr, Blue Springs, MO,64015,-94.287304,39.028134,29,95,14108
764,2103 NW Vesper St, Blue Springs, MO,64015,-94.288888,39.020708,29,95,14108
765,1609 SW Clark Rd, Blue Springs, MO,64015,-94.283422,39.002334,29,95,14114
766,3701 NE Independence Ave, Lees Summit, MO,64064,-94.364651,38.979299,29,95,14204
767,301 NE Gregory Blvd, Lees Summit, MO,64064,-94.38457,38.976028,29,95,14204
768,13001 E 55th St, Kansas City, MO,64133,-94.428438,39.021047,29,95,14300
769,2001 NW Blue Pkwy, Lees Summit, MO,64064,-94.40972,38.947787,29,95,14300
770,2801 Hornet Rd, Chillicothe, MO,64601,-93.557029,39.819247,29,117,480100
771,1529 Calhoun St, Chillicothe, MO,64601,-93.565119,39.795004,29,117,480400
772,905 Dickinson St, Chillicothe, MO,64601,-93.56007,39.795973,29,117,480400
773,321 Elm St, Chillicothe, MO,64601,-93.551305,39.789952,29,117,480500
774,209 Henry St, Chillicothe, MO,64601,-93.547943,39.785007,29,117,480500
775,117 School St, Goodman, MO,64843,-94.408251,36.739025,29,119,70200
776,1701 Branch St, Platte City, MO,64079,-94.769214,39.357034,29,165,30500
777,1103 Washington St, Weston, MO,64098,-94.900717,39.419869,29,165,30700
778,301 N Walnut St, Fair Play, MO,65649,-93.576157,37.634233,29,167,960100
779,301 N Walnut St, Fair Play, MO,65649,-93.576157,37.634233,29,167,960100
780,300 N Oak St, Humansville, MO,65674,-93.574262,37.797825,29,167,960100
781,1300 N Hartford Ave, Bolivar, MO,65613,-93.398347,37.622982,29,167,960200
782,706 N Leonard Pl, Bolivar, MO,65613,-93.396653,37.619149,29,167,960200
783,1510 E Broadway St, Bolivar, MO,65613,-93.398975,37.615173,29,167,960200
784,2150 Hwy 32, Half Way, MO,65663,-93.295897,37.607739,29,167,960300
785,2150 Hwy 32, Half Way, MO,65663,-93.295897,37.607739,29,167,960300
786,604 W Jackson St, Bolivar, MO,65613,-93.416437,37.611513,29,167,960400
787,9900 Conway Rd, Saint Louis, MO,63124,-90.391422,38.640708,29,189,215400
788,8125 Groby Rd, Saint Louis, MO,63130,-90.346926,38.668224,29,189,215700
789,7220 Waterman Ave, Saint Louis, MO,63130,-90.322141,38.653738,29,189,216200
790,7447 Wellington Way, Saint Louis, MO,63105,-90.328046,38.639181,29,189,216400
791,1 Mark Twain Cir, Saint Louis, MO,63105,-90.344759,38.649646,29,189,216500
792,1201 Hanley Industrial Ct, Saint Louis, MO,63144,-90.338086,38.622955,29,189,217300
793,2611 S Lees Summit Rd, Independence, MO,64055,-94.39079,39.071489,29,95,14604
794,17302 E RD Mize Rd, Independence, MO,64057,-94.373008,39.072475,29,95,14702
795,13 S Sibley St, Buckner, MO,64016,-94.196984,39.137748,29,95,14902
796,31604 NE Pink Hill Rd, Grain Valley, MO,64029,-94.212771,39.050727,29,95,14903
797,31608 NE Pink Hill Rd, Grain Valley, MO,64029,-94.212716,39.050726,29,95,14903
798,2701 NW 1st St, Blue Springs, MO,64014,-94.262248,39.049394,29,95,14904
799,1131 Edgar Rd, Saint Louis, MO,63119,-90.347298,38.572219,29,189,219500
800,630 S Elm Ave, Saint Louis, MO,63119,-90.359289,38.579111,29,189,219500
801,4530 Weber Rd, Saint Louis, MO,63123,-90.299791,38.552218,29,189,219900
802,4531 Weber Rd, Saint Louis, MO,63123,-90.299795,38.552329,29,189,219900
803,4532 Weber Rd, Saint Louis, MO,63123,-90.299815,38.55222,29,189,219900
804,512 Chapman St, Anderson, MO,64831,-94.439445,36.647493,29,119,70400
805,600 S Atterberry St, Atlanta, MO,63530,-92.479377,39.893758,29,121,960100
806,600 S Atterberry St, Atlanta, MO,63530,-92.479377,39.893758,29,121,960100
807,403 Pine St, Callao, MO,63534,-92.62645,39.764027,29,121,960200
808,204 Crescent Dr, Macon, MO,63552,-92.474021,39.734781,29,121,960500
809,2101 N Twyman Rd, Independence, MO,64058,-94.292249,39.139073,29,95,15000
810,2101 N Twyman Rd, Independence, MO,64058,-94.292249,39.139073,29,95,15000
811,3585 Vogel Rd, Arnold, MO,63010,-90.408188,38.415421,29,99,700116
812,1200 Clark St, Lebanon, MO,65536,-92.665622,37.696483,29,105,960400
813,500 N Adams Ave, Lebanon, MO,65536,-92.66748,37.685003,29,105,960400
814,777 Brice St, Lebanon, MO,65536,-92.677829,37.691613,29,105,960400
815,757 Brice St, Lebanon, MO,65536,-92.677489,37.69161,29,105,960400
816,607 S 3rd St, Odessa, MO,64076,-93.956206,38.991608,29,107,90601
817,713 S 3rd St, Odessa, MO,64076,-93.956382,38.989513,29,107,90601
818,607 S 5th St, Odessa, MO,64076,-93.958544,38.992906,29,107,90601
819,1034 S Lincoln Ave, Aurora, MO,65605,-93.727267,36.964443,29,109,470601
820,1044 S Lincoln Ave, Aurora, MO,65605,-93.727269,36.964354,29,109,470601
821,1815 E Hamilton St, Kirksville, MO,63501,-92.564927,40.182577,29,1,950400
822,2010 E Normal St, Kirksville, MO,63501,-92.562064,40.189764,29,1,950400
823,1200 W Boulevard St, Mexico, MO,65265,-91.898974,39.163403,29,7,950600
824,601 Learning Ln, Monett, MO,65708,-93.942361,36.925428,29,9,960300
825,700 9th St, Monett, MO,65708,-93.918527,36.927594,29,9,960300
826,711 9th St, Monett, MO,65708,-93.918388,36.927702,29,9,960300
827,200 Linden Ave, Monett, MO,65708,-93.941024,36.920511,29,9,960300
828,1208 Locust St, Columbia, MO,65201,-92.323508,38.949351,29,19,500
829,1800 W Rollins Rd, Columbia, MO,65203,-92.366078,38.946066,29,19,600
830,2610 Blackwell Rd, St Joseph, MO,64505,-94.828968,39.813839,29,21,200
831,4212 Saint Joseph Ave, St Joseph, MO,64505,-94.842552,39.803082,29,21,200
832,2300 S Baugh Ln, Poplar Bluff, MO,63901,-90.418815,36.782985,29,23,950300
833,3297 Oak Grove Rd, Poplar Bluff, MO,63901,-90.448361,36.789014,29,23,950300
834,3209 Oak Grove Rd, Poplar Bluff, MO,63901,-90.447186,36.789017,29,23,950300
835,1300 Victory Ln, Poplar Bluff, MO,63901,-90.413177,36.769066,29,23,950300
836,1235 N Main St, Poplar Bluff, MO,63901,-90.401791,36.767662,29,23,950300
837,3203 Oak Grove Rd, Poplar Bluff, MO,63901,-90.44695,36.789019,29,23,950300
838,550 N Westwood Blvd, Poplar Bluff, MO,63901,-90.410305,36.762436,29,23,950300
839,2400 High St, Poplar Bluff, MO,63901,-90.420528,36.78143,29,23,950300
840,406 Connecticut St, Qulin, MO,63961,-90.248973,36.593214,29,23,950600
841,307 Redwood Dr, New Bloomfield, MO,65063,-92.097102,38.720411,29,27,70600
842,307 Redwood Dr, New Bloomfield, MO,65063,-92.097102,38.720411,29,27,70600
843,10103 State Rd C, Mokane, MO,65059,-91.891785,38.68841,29,27,70600
844,10135 State Rd C, Mokane, MO,65059,-91.890111,38.687574,29,27,70600
845,10105 State Rd C, Mokane, MO,65059,-91.891678,38.68836,29,27,70600
846,10105 State Rd C, Mokane, MO,65059,-91.891678,38.68836,29,27,70600
847,4198 State Hwy E, Oak Ridge, MO,63769,-89.732144,37.501448,29,31,880100
848,4198 State Hwy E, Oak Ridge, MO,63769,-89.732144,37.501448,29,31,880100
849,1701 S Hope St, Jackson, MO,63755,-89.659548,37.362893,29,31,880500
850,1020 S Parkway St, Cape Girardeau, MO,63703,-89.536869,37.290892,29,31,881400
851,520 S Minnesota St, Cape Girardeau, MO,63703,-89.541747,37.298778,29,31,881600
852,8301 E 163rd St, Belton, MO,64012,-94.495015,38.827444,29,37,60003
853,1901 S Halsey Ave, Harrisonville, MO,64701,-94.339841,38.642658,29,37,61400
854,27247 MO 5, Keytesville, MO,65261,-92.929278,39.444727,29,41,470200
855,27247 MO 5, Keytesville, MO,65261,-92.929278,39.444727,29,41,470200
856,1300 N Nicholas Rd, Nixa, MO,65714,-93.326118,37.062352,29,43,20202
857,2117 NE 48th St, Kansas City, MO,64118,-94.553111,39.180861,29,47,20400
858,5300 N Bennington Ave, Kansas City, MO,64119,-94.502763,39.18958,29,47,20603
859,6400 NE 52nd St, Kansas City, MO,64119,-94.505593,39.187873,29,47,20603
860,5900 N Flora Ave, Gladstone, MO,64118,-94.562552,39.200523,29,47,21001
861,9201 N Indiana Ave, Kansas City, MO,64156,-94.53879,39.260257,29,47,21303
862,645 S Commercial Ave, Smithville, MO,64089,-94.579449,39.376835,29,47,22000
863,675 S Commercial Ave, Smithville, MO,64089,-94.57927,39.375181,29,47,22000
864,695 S Commercial Ave, Smithville, MO,64089,-94.579283,39.374077,29,47,22000
865,602 S Harris St, Cameron, MO,64429,-94.243682,39.73505,29,49,960100
866,707 Linden Dr, Jefferson City, MO,65109,-92.184162,38.571197,29,51,10600
867,MO 76 & County Rd 434, Ava, MO,65608,-92.807149,36.850663,29,67,950200
868,505 Burkhart St, Malden, MO,63863,-89.972116,36.567464,29,69,360200
869,505 Burkhart St, Malden, MO,63863,-89.972116,36.567464,29,69,360200
870,1221 W Madison St, Springfield, MO,65806,-93.307005,37.200659,29,77,501
871,2000 N Lyon Ave, Springfield, MO,65803,-93.2948,37.23338,29,77,1900
872,1100 E Kearney St, Springfield, MO,65803,-93.277009,37.240602,29,77,5500
873,409 Hickory St, Maitland, MO,64466,-95.076392,40.204513,29,87,960100
874,5810 Scarritt Ave, Kansas City, MO,64123,-94.513768,39.114185,29,95,600
875,2415 Agnes Ave, Kansas City, MO,64127,-94.547557,39.081546,29,95,3700
876,4747 Flora Ave, Kansas City, MO,64110,-94.566835,39.039513,29,95,7500
877,2015 E 72nd St, Kansas City, MO,64132,-94.563728,38.996451,29,95,9000
878,600 W Mechanic Ave, Independence, MO,64050,-94.421864,39.104123,29,95,11200
879,1403 W Linden Ave, Independence, MO,64052,-94.433604,39.084442,29,95,11700
880,3700 S Delaware Ave, Independence, MO,64055,-94.425565,39.054385,29,95,12200
881,1301 Windsor St, Independence, MO,64055,-94.427671,39.077894,29,95,12200
882,501 SE Todd George Rd, Lees Summit, MO,64063,-94.33939,38.909479,29,95,13904
883,701 SW Eagles Pkwy, Grain Valley, MO,64029,-94.206351,39.0105,29,95,14006
884,6930 Weber Rd, Saint Louis, MO,63123,-90.336114,38.55624,29,189,219700
885,2911 Yaeger Rd, Saint Louis, MO,63129,-90.320426,38.478054,29,189,220432
886,5557 Milburn Rd, Saint Louis, MO,63129,-90.319938,38.472099,29,189,220432
887,6790 Telegraph Rd, Saint Louis, MO,63129,-90.321244,38.441277,29,189,220446
888,100 S Sappington Rd, Saint Louis, MO,63122,-90.385328,38.581098,29,189,221900
889,945 N Miami Ave, Marshall, MO,65340,-93.208553,39.133592,29,195,90200
890,710 Glenn Dr, Sikeston, MO,63801,-89.549559,36.875029,29,201,780600
891,4278 MO 76, Kirbyville, MO,65679,-93.162819,36.6231,29,213,480302
892,6225 MO 76, Kirbyville, MO,65679,-93.172365,36.626783,29,213,480302
893,800 W Hickory St, Nevada, MO,64772,-94.365611,37.843075,29,217,950300
894,900 N Olive St, Nevada, MO,64772,-94.371038,37.848003,29,217,950300
895,900 W Ashland St, Nevada, MO,64772,-94.367475,37.844913,29,217,950300
896,15533 Highway KK, Purdin, MO,64674,-93.118134,39.963821,29,115,490100
897,15533 Highway KK, Purdin, MO,64674,-93.118134,39.963821,29,115,490100
898,600 S Ashland Ave, Palmyra, MO,63461,-91.530023,39.795221,29,127,960300
899,600 W Line St, Palmyra, MO,63461,-91.527729,39.795211,29,127,960300
900,1210 S Maple St, Eldon, MO,65026,-92.579879,38.340308,29,131,962900
901,206 Story St, Matthews, MO,63867,-89.585428,36.761333,29,143,960100
902,200 Pine St, Sikeston, MO,63801,-89.685327,36.851279,29,143,960100
903,200 Pine St, Sikeston, MO,63801,-89.685327,36.851279,29,143,960100
904,511 S Neosho Blvd, Neosho, MO,64850,-94.381045,36.865073,29,145,20100
905,115 W Brook St, Neosho, MO,64850,-94.368553,36.871648,29,145,20100
906,511 S Neosho Blvd, Neosho, MO,64850,-94.381045,36.865073,29,145,20100
907,1503 S Munn Ave, Maryville, MO,64468,-94.883413,40.330248,29,147,470300
1985,\N,\N,\N,\N,\N,\N,\N,\N,\N
908,1515 S Munn Ave, Maryville, MO,64468,-94.883416,40.330114,29,147,470300
909,2416 S Main St, Maryville, MO,64468,-94.874454,40.316944,29,147,470300
910,1317 W MO 84, Hayti, MO,63851,-89.765841,36.233886,29,155,470200
911,1317 W MO 84, Hayti, MO,63851,-89.765841,36.233886,29,155,470200
912,312 N Broadway, Sedalia, MO,65301,-93.228613,38.720892,29,159,480600
913,5801 NW Waukomis Dr, Kansas City, MO,64151,-94.607766,39.199264,29,165,30001
914,200 Porter St, Moberly, MO,65270,-92.43225,39.420503,29,175,490300
915,909 Porter St, Moberly, MO,65270,-92.431791,39.428733,29,175,490300
916,715 S Wellington St, Richmond, MO,64085,-93.973955,39.269829,29,177,80200
917,451 E South St, Richmond, MO,64085,-93.966514,39.2707,29,177,80200
918,8970 Mexico Rd, O'Fallon, MO,63366,-90.716142,38.787866,29,183,311712
919,9 Summit Dr, Farmington, MO,63640,-90.42242,37.796488,29,187,950901
920,1025 Trampe Ln, Saint Louis, MO,63138,-90.197972,38.788079,29,189,210100
921,13311 Bellefontaine Rd, Saint Louis, MO,63138,-90.21745,38.822589,29,189,210100
922,2500 Marshall Ave, Saint Louis, MO,63114,-90.349362,38.702841,29,189,214400
923,9100 Saint Charles Rock Rd, Saint Louis, MO,63114,-90.355161,38.713275,29,189,214400
924,6761 Bartmer Ave, Saint Louis, MO,63130,-90.309443,38.665242,29,189,216000
925,7539 Manchester Rd, Saint Louis, MO,63143,-90.323683,38.61259,29,189,217200
926,7539 Manchester Rd, Saint Louis, MO,63143,-90.323683,38.61259,29,189,217200
927,510 Big Bend Rd, Ballwin, MO,63021,-90.538208,38.567719,29,189,217932
928,211 W Aylor St, Webb City, MO,64870,-94.4639,37.152453,29,97,11400
929,1427 W Aylor St, Webb City, MO,64870,-94.48093,37.152691,29,97,11400
930,652 County Rd 180, Brooklyn Heights, MO,64836,-94.383257,37.171893,29,97,11500
931,1435 S Main St, Carthage, MO,64836,-94.311451,37.16413,29,97,11700
932,101 S 17th St, Sarcoxie, MO,64862,-94.130764,37.06936,29,97,12000
933,201 W Mercer St, Jasper, MO,64755,-94.302719,37.339899,29,97,12200
934,201 W Mercer St, Jasper, MO,64755,-94.302719,37.339899,29,97,12200
935,625 E Clinton Ave, Seymour, MO,65746,-92.75989,37.149416,29,225,470401
936,501 E Clinton Ave, Seymour, MO,65746,-92.76191,37.149455,29,225,470401
937,425 E Center Ave, Seymour, MO,65746,-92.763078,37.147697,29,225,470401
938,5030 Lexington Ave, Saint Louis, MO,63115,-90.253702,38.675073,29,510,106400
939,3021 Hickory St, Saint Louis, MO,63104,-90.227242,38.62238,29,510,127300
940,1000 W 17th St, Kansas City, MO,64108,-94.59572,39.093193,29,95,15300
941,2700 E 18th St, Kansas City, MO,64127,-94.550728,39.090836,29,95,16000
942,2111 Woodland Ave, Kansas City, MO,64108,-94.561168,39.086895,29,95,16100
943,1215 E Truman Rd, Kansas City, MO,64106,-94.568543,39.09526,29,95,16100
944,9915 E 38th Ter, Kansas City, MO,64133,-94.462431,39.052844,29,95,17000
945,10781 Oak St, Kansas City, MO,64114,-94.58761,38.931441,29,95,17300
946,8908 Old Santa Fe Rd, Kansas City, MO,64138,-94.502194,38.964317,29,95,17400
947,6140 Norfleet Rd, Kansas City, MO,64133,-94.430867,39.00996,29,95,17600
948,6707 Woodson Rd, Kansas City, MO,64133,-94.44437,39.000424,29,95,17600
949,24001 E US Highway 24, Independence, MO,64056,-94.298415,39.135892,29,95,17700
950,901 NE Douglas St, Lees Summit, MO,64086,-94.379566,38.9283,29,95,17900
951,1421 Independence Ave, Lees Summit, MO,64086,-94.364462,38.937342,29,95,17900
952,5020 NW Valley View Rd, Blue Springs, MO,64015,-94.321505,39.032319,29,95,19300
953,3575 SW Liggett Rd, Blue Springs, MO,64015,-94.293515,38.987856,29,95,989100
954,717 NW Park Rd, Blue Springs, MO,64015,-94.289753,39.046677,29,95,989200
955,1000 Viking Dr, Hillsboro, MO,63050,-90.555416,38.25842,29,99,700502
956,9501 Gold Finch Ln, Hillsboro, MO,63050,-90.561647,38.247765,29,99,700502
957,6005 Cedar Hill Rd, Cedar Hill, MO,63016,-90.624742,38.371763,29,99,700504
958,30 W Main St, Pevely, MO,63070,-90.397008,38.283715,29,99,700601
959,1800 Hanover Ln, Barnhart, MO,63012,-90.409183,38.335842,29,99,700603
960,5 Merchants Dr, Hillsboro, MO,63050,-90.561405,38.227058,29,99,701000
961,7887 Dittmer Ridge Rd, Dittmer, MO,63023,-90.692421,38.328327,29,99,701102
962,2499 Prairie Hollow Rd, Imperial, MO,63052,-90.408283,38.395659,29,99,700109
963,2800 Seckman Rd, Imperial, MO,63052,-90.428835,38.399115,29,99,700109
964,2824 Seckman Rd, Imperial, MO,63052,-90.429398,38.399302,29,99,700109
965,2810 Seckman Rd, Imperial, MO,63052,-90.429046,38.399174,29,99,700109
966,2500 Tomahawk Dr, Arnold, MO,63010,-90.419111,38.43141,29,99,700113
967,3871 Jeffco Blvd, Arnold, MO,63010,-90.379408,38.4069,29,99,700114
968,1769 Missouri State Rd, Arnold, MO,63010,-90.39908,38.44245,29,99,700118
969,1401 Ridgewood School Rd, Arnold, MO,63010,-90.418591,38.458514,29,99,700119
970,4300 Gravois Rd, House Springs, MO,63051,-90.560468,38.420064,29,99,700207
971,1340 W Outer 21 Rd, Arnold, MO,63010,-90.442097,38.455155,29,99,700208
972,2101 Valley Dr, Murphy, MO,63049,-90.488417,38.482846,29,99,700211
973,300 Myrtle St, Pierce City, MO,65723,-94.000083,36.947818,29,109,470400
974,300 Myrtle St, Pierce City, MO,65723,-94.000083,36.947818,29,109,470400
975,S College Ave & W Odell, Marionville, MO,65705,-93.639662,36.999456,29,109,470500
976,17725 Hwy 14, Marionville, MO,65705,-93.628296,37.008353,29,109,470500
977,S College Ave & W Odell, Marionville, MO,65705,-93.639662,36.999456,29,109,470500
978,178 Tomahawk Dr, Elsberry, MO,63343,-90.795018,39.16242,29,113,810100
979,2400 R-7 School Rd, Festus, MO,63028,-90.366171,38.15862,29,99,701404
980,101 E Adriatic St, Kingsville, MO,64061,-94.070771,38.74109,29,101,960200
981,101 E Adriatic St, Kingsville, MO,64061,-94.070771,38.74109,29,101,960200
982,105 S Maguire St, Warrensburg, MO,64093,-93.735764,38.762612,29,101,960500
983,215 S Ridgeview Dr, Warrensburg, MO,64093,-93.710821,38.760757,29,101,960500
984,405 E Wimer St, Knob Noster, MO,65336,-93.553074,38.763895,29,101,960700
985,211 E Wimer St, Knob Noster, MO,65336,-93.555294,38.764027,29,101,960700
986,504 S Washington Ave, Knob Noster, MO,65336,-93.561518,38.761105,29,101,960700
987,500 N Main St, Leeton, MO,64761,-93.695667,38.586797,29,101,960900
988,500 N Main St, Leeton, MO,64761,-93.695667,38.586797,29,101,960900
989,500 N Main St, Leeton, MO,64761,-93.695667,38.586797,29,101,960900
990,901 Maple Ln, Lebanon, MO,65536,-92.658555,37.672676,29,105,960500
